,event_id,bout_position,billing,fn_method,fn_move,round_stucture,total_rounds,total_fight_time,final_round,final_round_time
270,266610394002092909724986858418434266939,1,Prelim,Submission,Inverted Triangle Choke,3 x 5,5,7:05,2,2:05
271,266610394002092909724986858418434266939,13,Main Event,KO/TKO,Right Hooks,5 x 5,5,3:36,1,3:36
272,266610394002092909724986858418434266939,12,Co-Main Event,Decision,Unanimous,3 x 5,5,15:00,5,3:00
273,266610394002092909724986858418434266939,11,Main Card,Decision,Split,3 x 5,5,15:00,5,3:00
274,266610394002092909724986858418434266939,10,Main Card,KO/TKO,Right Hook and Uppercut,3 x 5,5,7:14,2,2:14
275,266610394002092909724986858418434266939,9,Main Card,KO/TKO,Submission to Strikes,3 x 5,5,8:26,2,3:26
276,266610394002092909724986858418434266939,8,Main Card,KO/TKO,Punches and Wheel Kick,3 x 5,5,2:12,1,2:12
277,266610394002092909724986858418434266939,7,Prelim,Submission,Rear Naked Choke,3 x 5,5,12:59,3,2:59
278,266610394002092909724986858418434266939,6,Prelim,KO/TKO,Head Kick,3 x 5,5,1:54,1,1:54
279,266610394002092909724986858418434266939,5,Prelim,KO/TKO,Body Kick,3 x 5,5,10:45,3,0:45
280,266610394002092909724986858418434266939,4,Prelim,Decision,Unanimous,3 x 5,5,15:00,5,3:00
281,266610394002092909724986858418434266939,3,Prelim,Submission,Guillotine Choke,3 x 5,5,8:07,2,3:07
282,266610394002092909724986858418434266939,2,Prelim,KO/TKO,Elbows from Crucifix,3 x 5,5,13:26,3,3:26
283,266610394002092909724986858418434266939,1,Prelim,Submission,Inverted Triangle Choke,3 x 5,5,7:05,2,2:05
284,266610394002092909724986858418434266939,13,Main Event,KO/TKO,Right Hooks,5 x 5,5,3:36,1,3:36
285,266610394002092909724986858418434266939,12,Co-Main Event,Decision,Unanimous,3 x 5,5,15:00,5,3:00
286,266610394002092909724986858418434266939,11,Main Card,Decision,Split,3 x 5,5,15:00,5,3:00
287,266610394002092909724986858418434266939,10,Main Card,KO/TKO,Right Hook and Uppercut,3 x 5,5,7:14,2,2:14
288,266610394002092909724986858418434266939,9,Main Card,KO/TKO,Submission to Strikes,3 x 5,5,8:26,2,3:26
289,266610394002092909724986858418434266939,8,Main Card,KO/TKO,Punches and Wheel Kick,3 x 5,5,2:12,1,2:12
290,266610394002092909724986858418434266939,7,Prelim,Submission,Rear Naked Choke,3 x 5,5,12:59,3,2:59
291,266610394002092909724986858418434266939,6,Prelim,KO/TKO,Head Kick,3 x 5,5,1:54,1,1:54
292,266610394002092909724986858418434266939,5,Prelim,KO/TKO,Body Kick,3 x 5,5,10:45,3,0:45
293,266610394002092909724986858418434266939,4,Prelim,Decision,Unanimous,3 x 5,5,15:00,5,3:00
294,266610394002092909724986858418434266939,3,Prelim,Submission,Guillotine Choke,3 x 5,5,8:07,2,3:07
295,266610394002092909724986858418434266939,2,Prelim,KO/TKO,Elbows from Crucifix,3 x 5,5,13:26,3,3:26
296,266610394002092909724986858418434266939,1,Prelim,Submission,Inverted Triangle Choke,3 x 5,5,7:05,2,2:05
